"","SECCION","munn","edo","edon","disloc2012","disloc2018","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",35,2,"que",22,15,3,1142,1809,22,"QUERETARO",1,2,"ARROYO SECO","MIXTO(A)"
"2",36,2,"que",22,15,3,469,719,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"3",37,2,"que",22,15,3,187,297,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"4",38,2,"que",22,15,3,142,228,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"5",39,2,"que",22,15,3,1497,2532,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"6",40,2,"que",22,15,3,202,338,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"7",41,2,"que",22,15,3,697,1129,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"8",42,2,"que",22,15,3,680,1140,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"9",43,2,"que",22,15,3,614,1068,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"10",44,2,"que",22,15,3,265,454,22,"QUERETARO",1,2,"ARROYO SECO","RURAL"
"11",45,2,"que",22,15,3,1724,2927,22,"QUERETARO",1,2,"ARROYO SECO","MIXTO(A)"
"12",46,3,"que",22,14,1,1824,3080,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","MIXTO(A)"
"13",47,3,"que",22,14,1,992,1608,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","MIXTO(A)"
"14",48,3,"que",22,14,1,974,1546,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","MIXTO(A)"
"15",49,3,"que",22,14,1,1936,3209,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","URBANO(A)"
"16",50,3,"que",22,14,1,2792,4720,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","URBANO(A)"
"17",51,3,"que",22,14,1,1590,2532,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","MIXTO(A)"
"18",52,3,"que",22,14,1,928,1919,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"19",53,3,"que",22,14,1,664,1201,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"20",54,3,"que",22,14,1,759,1264,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"21",55,3,"que",22,14,1,1029,1553,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"22",56,3,"que",22,14,1,787,1421,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"23",57,3,"que",22,14,1,596,1034,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"24",58,3,"que",22,14,1,826,1582,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"25",59,3,"que",22,14,1,697,1156,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"26",60,3,"que",22,14,1,1331,2440,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"27",61,3,"que",22,14,1,1700,2748,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","MIXTO(A)"
"28",62,3,"que",22,14,1,531,974,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"29",63,3,"que",22,14,1,908,1630,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"30",64,3,"que",22,14,1,689,1163,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"31",65,3,"que",22,14,1,1562,2953,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"32",66,3,"que",22,14,1,2678,4553,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"33",67,3,"que",22,14,1,749,1202,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"34",68,3,"que",22,14,1,554,1081,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"35",69,3,"que",22,14,1,1694,2765,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"36",70,3,"que",22,14,1,1952,3418,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","MIXTO(A)"
"37",71,3,"que",22,14,1,1568,2642,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"38",72,3,"que",22,14,1,1536,2607,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"39",73,3,"que",22,14,1,1621,2750,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","MIXTO(A)"
"40",74,3,"que",22,14,1,756,1252,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"41",75,3,"que",22,14,1,1464,2479,22,"QUERETARO",1,3,"CADEREYTA DE MONTES","RURAL"
"42",76,4,"que",22,13,2,1183,1930,22,"QUERETARO",1,4,"COLON","MIXTO(A)"
"43",77,4,"que",22,13,2,1296,2142,22,"QUERETARO",1,4,"COLON","URBANO(A)"
"44",78,4,"que",22,13,2,1203,1919,22,"QUERETARO",1,4,"COLON","MIXTO(A)"
"45",79,4,"que",22,13,2,2621,4400,22,"QUERETARO",1,4,"COLON","MIXTO(A)"
"46",80,4,"que",22,13,2,408,769,22,"QUERETARO",1,4,"COLON","RURAL"
"47",81,4,"que",22,13,2,1212,2085,22,"QUERETARO",1,4,"COLON","RURAL"
"48",82,4,"que",22,13,2,944,1539,22,"QUERETARO",1,4,"COLON","RURAL"
"49",83,4,"que",22,13,2,2294,4184,22,"QUERETARO",1,4,"COLON","RURAL"
"50",84,4,"que",22,13,2,1087,2007,22,"QUERETARO",1,4,"COLON","RURAL"
"51",85,4,"que",22,13,2,928,1491,22,"QUERETARO",1,4,"COLON","RURAL"
"52",86,4,"que",22,13,2,1055,1820,22,"QUERETARO",1,4,"COLON","RURAL"
