"","SECCION","munn","edo","edon","disloc2013","disloc2017","P_18y+","P_Total","ENTIDAD","NOMBRE ENTIDAD","DISTRITO","MUNICIPIO","NOMBRE MUNICIPIO","TIPO"
"1",563,3,25,25,11,23,415,707,25,"SINALOA",1,3,"BADIRAGUATO","MIXTO(A)"
"2",564,3,25,25,11,23,613,949,25,"SINALOA",1,3,"BADIRAGUATO","URBANO(A)"
"3",565,3,25,25,11,23,540,913,25,"SINALOA",1,3,"BADIRAGUATO","MIXTO(A)"
"4",566,3,25,25,11,23,499,834,25,"SINALOA",1,3,"BADIRAGUATO","URBANO(A)"
"5",567,3,25,25,11,23,141,242,25,"SINALOA",1,3,"BADIRAGUATO","MIXTO(A)"
"6",568,3,25,25,11,23,830,1393,25,"SINALOA",1,3,"BADIRAGUATO","MIXTO(A)"
"7",569,3,25,25,11,23,452,845,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"8",570,3,25,25,11,23,281,480,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"9",571,3,25,25,11,23,539,933,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"10",572,3,25,25,11,23,1159,1920,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"11",573,3,25,25,11,23,505,848,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"12",574,3,25,25,11,23,961,1480,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"13",575,3,25,25,11,23,1004,1532,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"14",576,3,25,25,11,23,200,293,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"15",577,3,25,25,11,23,632,997,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"16",578,3,25,25,11,23,82,100,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"17",579,3,25,25,11,23,618,914,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"18",580,3,25,25,11,23,219,355,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"19",581,3,25,25,11,23,194,296,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"20",582,3,25,25,11,23,242,392,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"21",583,3,25,25,11,23,124,199,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"22",584,3,25,25,11,23,265,431,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"23",585,3,25,25,11,23,582,941,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"24",586,3,25,25,11,23,107,199,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"25",587,3,25,25,11,23,369,586,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"26",588,3,25,25,11,23,199,361,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"27",589,3,25,25,11,23,99,156,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"28",590,3,25,25,11,23,284,450,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"29",591,3,25,25,11,23,91,129,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"30",592,3,25,25,11,23,142,238,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"31",593,3,25,25,11,23,159,239,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"32",594,3,25,25,11,23,326,502,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"33",595,3,25,25,11,23,203,305,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"34",596,3,25,25,11,23,206,323,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"35",597,3,25,25,11,23,124,199,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"36",598,3,25,25,11,23,168,279,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"37",599,3,25,25,11,23,15,22,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"38",600,3,25,25,11,23,251,430,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"39",601,3,25,25,11,23,432,676,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"40",603,3,25,25,11,23,135,231,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"41",604,3,25,25,11,23,263,369,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"42",605,3,25,25,11,23,141,191,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"43",606,3,25,25,11,23,92,129,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"44",607,3,25,25,11,23,136,244,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"45",608,3,25,25,11,23,52,82,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"46",609,3,25,25,11,23,99,182,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"47",610,3,25,25,11,23,169,338,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"48",611,3,25,25,11,23,114,219,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"49",612,3,25,25,11,23,62,80,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"50",613,3,25,25,11,23,182,260,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"51",614,3,25,25,11,23,180,235,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"52",615,3,25,25,11,23,23,24,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"53",616,3,25,25,11,23,105,135,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"54",617,3,25,25,11,23,314,469,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"55",618,3,25,25,11,23,208,397,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
"56",619,3,25,25,11,23,381,725,25,"SINALOA",1,3,"BADIRAGUATO","RURAL"
