"","edon.x","disloc2012.x","escenario1","dsi_SQ_E1_sec","edon.y","disloc2018","disloc2012.y","escenario3","dsi_SQ_E1_pob","pob_total"
"1",11,13,4,0.458,11,18,13,1,0.455167660106824,1916
"2",11,19,4,0.458,11,18,13,1,0.455167660106824,1916
"3",11,22,8,0.683,11,22,22,2,0.646790286476906,4518
"4",11,17,8,0.683,11,22,22,2,0.646790286476906,4518
"5",11,9,6,0.56,11,9,9,3,0.482179835533797,6511
"6",11,22,8,0.683,11,22,17,2,0.646790286476906,1599
"7",11,17,8,0.683,11,22,17,2,0.646790286476906,1599
"8",11,2,10,1,11,2,2,4,1,1049
"9",11,16,21,0.305,11,16,16,22,0.523442505193267,21909
"10",11,15,21,0.305,11,16,16,22,0.523442505193267,21909
"11",11,16,21,0.305,11,16,15,22,0.523442505193267,1619
"12",11,15,21,0.305,11,16,15,22,0.523442505193267,1619
"13",11,18,7,0.368,11,10,18,5,0.49128602039109,1590
"14",11,10,7,0.368,11,10,18,5,0.49128602039109,1590
"15",11,21,5,0.598,11,19,21,7,0.620617392001729,1725
"16",11,1,3,0.894,11,1,1,8,0.868231083147077,2342
"17",11,8,9,0.517,11,8,8,9,0.471927408940468,1199
"18",11,13,4,0.458,11,18,19,1,0.455167660106824,1407
"19",11,19,4,0.458,11,18,19,1,0.455167660106824,1407
"20",11,11,13,0.349,11,11,11,13,0.443856213890299,5611
"21",11,12,13,0.349,11,11,11,13,0.443856213890299,5611
"22",11,11,13,0.349,11,11,12,13,0.443856213890299,7981
"23",11,12,13,0.349,11,11,12,13,0.443856213890299,7981
"24",11,4,17,0.344,11,3,4,16,0.389417283525564,5543
"25",11,3,17,0.344,11,3,4,16,0.389417283525564,5543
"26",11,4,17,0.344,11,3,3,16,0.389417283525564,6337
"27",11,3,17,0.344,11,3,3,16,0.389417283525564,6337
"28",11,7,19,0.244,11,7,7,18,0.185858450247253,1521
"29",11,5,19,0.244,11,7,7,18,0.185858450247253,1521
"30",11,6,19,0.244,11,7,7,18,0.185858450247253,1521
"31",11,7,19,0.244,11,7,5,18,0.185858450247253,759
"32",11,5,19,0.244,11,7,5,18,0.185858450247253,759
"33",11,6,19,0.244,11,7,5,18,0.185858450247253,759
"34",11,7,19,0.244,11,7,6,18,0.185858450247253,793
"35",11,5,19,0.244,11,7,6,18,0.185858450247253,793
"36",11,6,19,0.244,11,7,6,18,0.185858450247253,793
"37",11,20,11,0.604,11,20,20,10,0.657550619169867,2667
"38",11,18,7,0.368,11,10,10,5,0.49128602039109,4937
"39",11,10,7,0.368,11,10,10,5,0.49128602039109,4937
"40",11,14,12,0.463,11,14,14,12,0.346878420848194,2742
