"","seccion","munn","edon","dist_nueva","dist_anterior","esc1","esc2","esc3","pob total","dsi_secc","dsi_pob","dif","rural","urbano","mixto"
"1",563,3,25,23,11,16,16,23,707,0.539,0.431108169440242,0.107891830559758,0,0,1
"2",564,3,25,23,11,16,16,23,949,0.539,0.431108169440242,0.107891830559758,0,1,0
"3",565,3,25,23,11,16,16,23,913,0.539,0.431108169440242,0.107891830559758,0,0,1
"4",566,3,25,23,11,16,16,23,834,0.539,0.431108169440242,0.107891830559758,0,1,0
"5",567,3,25,23,11,16,16,23,242,0.539,0.431108169440242,0.107891830559758,0,0,1
"6",568,3,25,23,11,16,16,23,1393,0.539,0.431108169440242,0.107891830559758,0,0,1
"7",569,3,25,23,11,16,16,23,845,0.539,0.431108169440242,0.107891830559758,1,0,0
"8",570,3,25,23,11,16,16,23,480,0.539,0.431108169440242,0.107891830559758,1,0,0
"9",571,3,25,23,11,16,16,23,933,0.539,0.431108169440242,0.107891830559758,1,0,0
"10",572,3,25,23,11,16,16,23,1920,0.539,0.431108169440242,0.107891830559758,1,0,0
"11",573,3,25,23,11,16,16,23,848,0.539,0.431108169440242,0.107891830559758,1,0,0
"12",574,3,25,23,11,16,16,23,1480,0.539,0.431108169440242,0.107891830559758,1,0,0
"13",575,3,25,23,11,16,16,23,1532,0.539,0.431108169440242,0.107891830559758,1,0,0
"14",576,3,25,23,11,16,16,23,293,0.539,0.431108169440242,0.107891830559758,1,0,0
"15",577,3,25,23,11,16,16,23,997,0.539,0.431108169440242,0.107891830559758,1,0,0
"16",578,3,25,23,11,16,16,23,100,0.539,0.431108169440242,0.107891830559758,1,0,0
"17",579,3,25,23,11,16,16,23,914,0.539,0.431108169440242,0.107891830559758,1,0,0
"18",580,3,25,23,11,16,16,23,355,0.539,0.431108169440242,0.107891830559758,1,0,0
"19",581,3,25,23,11,16,16,23,296,0.539,0.431108169440242,0.107891830559758,1,0,0
"20",582,3,25,23,11,16,16,23,392,0.539,0.431108169440242,0.107891830559758,1,0,0
"21",583,3,25,23,11,16,16,23,199,0.539,0.431108169440242,0.107891830559758,1,0,0
"22",584,3,25,23,11,16,16,23,431,0.539,0.431108169440242,0.107891830559758,1,0,0
"23",585,3,25,23,11,16,16,23,941,0.539,0.431108169440242,0.107891830559758,1,0,0
"24",586,3,25,23,11,16,16,23,199,0.539,0.431108169440242,0.107891830559758,1,0,0
"25",587,3,25,23,11,16,16,23,586,0.539,0.431108169440242,0.107891830559758,1,0,0
"26",588,3,25,23,11,16,16,23,361,0.539,0.431108169440242,0.107891830559758,1,0,0
"27",589,3,25,23,11,16,16,23,156,0.539,0.431108169440242,0.107891830559758,1,0,0
"28",590,3,25,23,11,16,16,23,450,0.539,0.431108169440242,0.107891830559758,1,0,0
"29",591,3,25,23,11,16,16,23,129,0.539,0.431108169440242,0.107891830559758,1,0,0
"30",592,3,25,23,11,16,16,23,238,0.539,0.431108169440242,0.107891830559758,1,0,0
"31",593,3,25,23,11,16,16,23,239,0.539,0.431108169440242,0.107891830559758,1,0,0
"32",594,3,25,23,11,16,16,23,502,0.539,0.431108169440242,0.107891830559758,1,0,0
"33",595,3,25,23,11,16,16,23,305,0.539,0.431108169440242,0.107891830559758,1,0,0
"34",596,3,25,23,11,16,16,23,323,0.539,0.431108169440242,0.107891830559758,1,0,0
"35",597,3,25,23,11,16,16,23,199,0.539,0.431108169440242,0.107891830559758,1,0,0
"36",598,3,25,23,11,16,16,23,279,0.539,0.431108169440242,0.107891830559758,1,0,0
"37",599,3,25,23,11,16,16,23,22,0.539,0.431108169440242,0.107891830559758,1,0,0
"38",600,3,25,23,11,16,16,23,430,0.539,0.431108169440242,0.107891830559758,1,0,0
"39",601,3,25,23,11,16,16,23,676,0.539,0.431108169440242,0.107891830559758,1,0,0
"40",603,3,25,23,11,16,16,23,231,0.539,0.431108169440242,0.107891830559758,1,0,0
"41",604,3,25,23,11,16,16,23,369,0.539,0.431108169440242,0.107891830559758,1,0,0
"42",605,3,25,23,11,16,16,23,191,0.539,0.431108169440242,0.107891830559758,1,0,0
"43",606,3,25,23,11,16,16,23,129,0.539,0.431108169440242,0.107891830559758,1,0,0
"44",607,3,25,23,11,16,16,23,244,0.539,0.431108169440242,0.107891830559758,1,0,0
"45",608,3,25,23,11,16,16,23,82,0.539,0.431108169440242,0.107891830559758,1,0,0
"46",609,3,25,23,11,16,16,23,182,0.539,0.431108169440242,0.107891830559758,1,0,0
"47",610,3,25,23,11,16,16,23,338,0.539,0.431108169440242,0.107891830559758,1,0,0
"48",611,3,25,23,11,16,16,23,219,0.539,0.431108169440242,0.107891830559758,1,0,0
"49",612,3,25,23,11,16,16,23,80,0.539,0.431108169440242,0.107891830559758,1,0,0
"50",613,3,25,23,11,16,16,23,260,0.539,0.431108169440242,0.107891830559758,1,0,0
"51",614,3,25,23,11,16,16,23,235,0.539,0.431108169440242,0.107891830559758,1,0,0
"52",615,3,25,23,11,16,16,23,24,0.539,0.431108169440242,0.107891830559758,1,0,0
"53",616,3,25,23,11,16,16,23,135,0.539,0.431108169440242,0.107891830559758,1,0,0
"54",617,3,25,23,11,16,16,23,469,0.539,0.431108169440242,0.107891830559758,1,0,0
"55",618,3,25,23,11,16,16,23,397,0.539,0.431108169440242,0.107891830559758,1,0,0
"56",619,3,25,23,11,16,16,23,725,0.539,0.431108169440242,0.107891830559758,1,0,0
"57",620,3,25,23,11,16,16,23,413,0.539,0.431108169440242,0.107891830559758,1,0,0
