"","SECCION","munn.x","edon.x","edo","disloc2018","disloc2012","escenario1","escenario2","escenario3_jge","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"295",499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"296",500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"297",611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"298",613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"299",614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"300",615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"301",616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"302",617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"303",618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"304",619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"305",620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"306",621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"307",622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"308",623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"309",624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"310",625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"311",626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"312",627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"313",628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"314",629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"315",630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"316",631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"317",632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"318",633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"319",634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"320",635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"321",636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"322",637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"323",638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"324",639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"325",640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"326",641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"327",642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"328",643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"329",644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"330",645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"331",646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"332",647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"333",648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"334",649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"335",650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"336",651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"337",652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"338",653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"339",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"340",13,2,17,"mor",4,13,11,11,11,1422,0.647,0.647024111074616,2.41110746159734e-05,0,0,1
"341",13,2,17,"mor",4,13,11,11,11,5385,0.647,0.519352532938594,0.127647467061406,0,0,1
"342",13,2,17,"mor",4,13,11,11,11,2564,0.647,0.558775244299674,0.0882247557003261,0,0,1
"343",13,2,17,"mor",4,13,11,11,11,2261,0.647,0.616422579490452,0.030577420509548,0,0,1
"344",13,2,17,"mor",4,13,11,11,11,2696,0.647,1,0.353,0,0,1
"345",13,2,17,"mor",4,13,11,11,11,2734,0.647,1,0.353,0,0,1
"346",13,2,17,"mor",4,13,11,11,11,2786,0.647,0.519352532938594,0.127647467061406,0,0,1
"347",13,2,17,"mor",4,13,11,11,11,1298,0.647,1,0.353,0,0,1
"348",13,2,17,"mor",4,13,11,11,11,2668,0.647,0.558775244299674,0.0882247557003261,0,0,1
"349",13,2,17,"mor",4,13,11,11,11,1723,0.647,0.869223717654902,0.222223717654902,0,0,1
"350",13,2,17,"mor",4,13,11,11,11,3077,0.647,0.507186982678564,0.139813017321436,0,0,1
"351",13,2,17,"mor",4,13,11,11,11,1969,0.647,1,0.353,0,0,1
"352",13,2,17,"mor",4,13,11,11,11,3167,0.647,0.869223717654902,0.222223717654902,0,0,1
"353",13,2,17,"mor",4,13,11,11,11,1153,0.647,1,0.353,0,0,1
"354",13,2,17,"mor",4,13,11,11,11,14321,0.647,1,0.353,0,0,1
"355",13,2,17,"mor",4,13,11,11,11,1715,0.647,1,0.353,0,0,1
"356",13,2,17,"mor",4,13,11,11,11,1398,0.647,1,0.353,0,0,1
"357",13,2,17,"mor",4,13,11,11,11,11799,0.647,1,0.353,0,0,1
"358",14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"359",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"360",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"361",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"362",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"363",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"364",20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"365",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"366",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"367",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"368",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"369",98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"370",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"371",100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"372",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"373",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"374",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"375",104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"376",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"377",106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"378",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"379",108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"380",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"381",110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"382",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"383",112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"384",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"385",114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"386",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"387",116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"388",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"389",118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"390",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"391",120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"392",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"393",122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"394",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"395",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"396",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"397",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"398",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"399",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"400",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"401",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"402",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"403",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"404",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"405",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"406",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"407",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"408",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"409",138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"410",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"411",140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"412",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"413",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"414",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"415",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"416",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"417",146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"418",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"419",148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"420",149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"421",150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"422",151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"423",152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"424",153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"425",154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"426",155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"427",156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"428",157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"429",158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"430",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"431",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"432",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"433",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"434",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"435",164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"436",165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"437",166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"438",167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"439",168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"440",169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"441",170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"442",171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"443",172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"444",173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"445",174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"446",175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"447",176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"448",177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"449",178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"450",179,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"451",180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"452",181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"453",182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"454",183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"455",184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"456",185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"457",186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"458",187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"459",412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"460",413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"461",414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"462",415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"463",416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"464",417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"465",418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"466",419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"467",420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"468",421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"469",422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"470",569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"471",570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"472",571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"473",572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"474",573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"475",574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"476",575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"477",576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"478",577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"479",578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"480",670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"481",671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"482",672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"483",673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"484",674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"485",675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"486",676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"487",677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"488",678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"489",679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"490",680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"491",681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"492",682,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"493",683,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"494",684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"495",685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"496",686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"497",687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"498",688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"499",695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"500",696,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"501",697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"502",698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"503",699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"504",700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"505",701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"506",702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"507",703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"508",704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"509",705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"510",706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"511",760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"512",761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"513",762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"514",763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"515",764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"516",765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"517",766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"518",767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"519",768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"520",769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"521",770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"522",771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"523",772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"524",773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"525",774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"526",775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"527",850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"528",851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"529",852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"530",853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"531",854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"532",855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"533",856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"534",857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"535",858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"536",859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"537",860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"538",861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"539",862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"540",863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"541",864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"542",865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"543",866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"544",867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"545",868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"546",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"547",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"548",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"549",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"550",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"551",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"552",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"553",8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"554",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"555",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"556",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"557",86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"558",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"559",88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"560",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"561",90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"562",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"563",92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"564",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"565",94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"566",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"567",96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"568",501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"569",502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"570",503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"571",504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"572",505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"573",506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"574",507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"575",508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"576",509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"577",510,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"578",511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"579",512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"580",513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"581",514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"582",515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"583",516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"584",517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"585",518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"586",519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"587",520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"588",521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"589",522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
