"","seccion","munn","edon","dist_nueva","dist_anterior","esc1","esc2","esc3","pob total","dsi_secc","dsi_pob","dif","rural","urbano","mixto"
"1",3,2,5,1,15,5,5,3,3083,0,0.851018297250062,0.851018297250062,0,1,0
"2",4,2,5,1,15,5,5,3,6874,0,0.851018297250062,0.851018297250062,0,1,0
"3",5,2,5,1,15,5,5,3,1928,0,0.851018297250062,0.851018297250062,0,1,0
"4",6,2,5,1,15,5,5,3,997,0,0.851018297250062,0.851018297250062,0,1,0
"5",7,2,5,1,15,5,5,3,1442,0,0.851018297250062,0.851018297250062,0,1,0
"6",8,2,5,1,15,5,5,3,1446,0,0.851018297250062,0.851018297250062,0,1,0
"7",10,2,5,1,15,5,5,3,10791,0,0.851018297250062,0.851018297250062,0,1,0
"8",11,2,5,1,15,5,5,3,3094,0,0.851018297250062,0.851018297250062,0,1,0
"9",12,2,5,1,15,5,5,3,3826,0,0.851018297250062,0.851018297250062,0,1,0
"10",13,2,5,1,15,5,5,3,478,0,0.851018297250062,0.851018297250062,0,1,0
"11",14,2,5,1,15,5,5,3,906,0,0.851018297250062,0.851018297250062,0,1,0
"12",15,2,5,1,15,5,5,3,805,0,0.851018297250062,0.851018297250062,0,1,0
"13",16,2,5,1,15,5,5,3,766,0,0.851018297250062,0.851018297250062,0,1,0
"14",17,2,5,1,15,5,5,3,767,0,0.851018297250062,0.851018297250062,0,1,0
"15",18,2,5,1,15,5,5,3,1956,0,0.851018297250062,0.851018297250062,0,1,0
"16",19,2,5,1,15,5,5,3,14174,0,0.851018297250062,0.851018297250062,0,1,0
"17",20,2,5,1,15,5,5,3,1124,0,0.851018297250062,0.851018297250062,0,1,0
"18",21,2,5,1,15,5,5,3,1178,0,0.851018297250062,0.851018297250062,0,1,0
"19",22,2,5,1,15,5,5,3,900,0,0.851018297250062,0.851018297250062,0,1,0
"20",23,2,5,1,15,5,5,3,543,0,0.851018297250062,0.851018297250062,0,1,0
"21",24,2,5,1,15,5,5,3,599,0,0.851018297250062,0.851018297250062,0,1,0
"22",25,2,5,1,15,5,5,3,1498,0,0.851018297250062,0.851018297250062,0,1,0
"23",26,2,5,1,15,5,5,3,861,0,0.851018297250062,0.851018297250062,0,1,0
"24",27,2,5,1,15,5,5,3,1034,0,0.851018297250062,0.851018297250062,0,1,0
"25",28,2,5,1,15,5,5,3,1549,0,0.851018297250062,0.851018297250062,0,1,0
