"","SECCION","munn.x","edon.x","disloc2017","disloc2015","escenario1","escenario2","escenario3","pobtot","dsiE1_E3","dsi_pob","dif","rural","urbano","mixto"
"286",124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"287",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"288",126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"289",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"290",128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"291",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"292",130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"293",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"294",132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"295",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"296",134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"297",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"298",136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"299",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0
"300",142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"301",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"302",144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"303",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1
"304",159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"305",160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"306",161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"307",162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"308",163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
