"","seccion","munn","edon","dist_nueva","dist_anterior","esc1","esc2","esc3","pob total","dsi_secc","dsi_pob","dif","rural","urbano","mixto"
"1",338,2,1,2,2,2,2,2,2367,1,1,0,0,0,1
"2",339,2,1,2,2,2,2,2,2166,1,1,0,0,0,1
"3",340,2,1,2,2,2,2,2,2307,1,1,0,1,0,0
"4",341,2,1,2,2,2,2,2,2621,1,1,0,0,0,1
"5",342,2,1,2,2,2,2,2,2138,1,1,0,1,0,0
"6",343,2,1,2,2,2,2,2,4042,1,1,0,0,0,1
"7",344,2,1,2,2,2,2,2,3482,1,1,0,1,0,0
"8",345,2,1,2,2,2,2,2,2857,1,1,0,1,0,0
"9",346,2,1,2,2,2,2,2,2373,1,1,0,1,0,0
"10",347,2,1,2,2,2,2,2,3421,1,1,0,1,0,0
"11",348,2,1,2,2,2,2,2,2110,1,1,0,0,1,0
"12",349,2,1,2,2,2,2,2,2928,1,1,0,0,0,1
"13",350,2,1,2,2,2,2,2,3555,1,1,0,1,0,0
"14",351,2,1,2,2,2,2,2,1966,1,1,0,1,0,0
"15",352,2,1,2,2,2,2,2,3155,1,1,0,1,0,0
"16",353,2,1,2,2,2,2,2,2101,1,1,0,1,0,0
"17",354,2,1,2,2,2,2,2,1945,1,1,0,1,0,0
"18",355,3,1,3,8,3,3,3,1568,1,1,0,0,0,1
"19",356,3,1,3,8,3,3,3,3336,1,1,0,0,1,0
"20",357,3,1,3,8,3,3,3,1617,1,1,0,0,0,1
"21",358,3,1,3,8,3,3,3,4364,1,1,0,0,1,0
"22",359,3,1,3,8,3,3,3,1196,1,1,0,0,1,0
"23",360,3,1,3,8,3,3,3,972,1,1,0,0,1,0
"24",361,3,1,3,8,3,3,3,2066,1,1,0,0,1,0
"25",362,3,1,3,8,3,3,3,2571,1,1,0,0,1,0
"26",363,3,1,3,8,3,3,3,2513,1,1,0,0,1,0
"27",364,3,1,3,8,3,3,3,664,1,1,0,1,0,0
"28",365,3,1,3,8,3,3,3,383,1,1,0,1,0,0
"29",366,3,1,3,8,3,3,3,725,1,1,0,1,0,0
"30",367,3,1,3,8,3,3,3,2060,1,1,0,0,0,1
"31",368,3,1,3,8,3,3,3,92,1,1,0,1,0,0
"32",369,3,1,3,8,3,3,3,528,1,1,0,1,0,0
"33",370,3,1,3,8,3,3,3,1523,1,1,0,0,0,1
"34",371,3,1,3,8,3,3,3,1220,1,1,0,1,0,0
"35",372,3,1,3,8,3,3,3,1205,1,1,0,1,0,0
"36",373,3,1,3,8,3,3,3,1505,1,1,0,1,0,0
"37",374,3,1,3,8,3,3,3,1269,1,1,0,1,0,0
"38",375,3,1,3,8,3,3,3,2453,1,1,0,0,1,0
"39",376,3,1,3,8,3,3,3,2637,1,1,0,0,1,0
"40",377,3,1,3,8,3,3,3,1637,1,1,0,0,1,0
"41",378,3,1,3,8,3,3,3,517,1,1,0,1,0,0
"42",379,3,1,3,8,3,3,3,1697,1,1,0,0,1,0
"43",380,3,1,3,8,3,3,3,2354,1,1,0,0,0,1
"44",381,3,1,3,8,3,3,3,1247,1,1,0,1,0,0
"45",382,3,1,3,8,3,3,3,1949,1,1,0,1,0,0
"46",383,3,1,3,8,3,3,3,3032,1,1,0,0,0,1
