"","SECCION","munn.x","edon.x","edo.x","disloc2017.x","disloc2005.x","escenario1","escenario2","escenario3","pobtot","dsiSQ_E3","dsi_pob","dif","rural","urbano","mixto"
"1",1,1,18,"nay",1,18,1,1,1,767,0.77,0.776477254330581,0.00647725433058099,0,0,0
"2",2,1,18,"nay",1,18,1,1,1,1400,0.77,0.776477254330581,0.00647725433058099,0,0,1
"3",3,1,18,"nay",1,18,1,1,1,3246,0.77,0.776477254330581,0.00647725433058099,0,0,0
"4",4,1,18,"nay",1,18,1,1,1,921,0.77,0.776477254330581,0.00647725433058099,0,0,0
"5",5,1,18,"nay",1,18,1,1,1,1330,0.77,0.776477254330581,0.00647725433058099,0,0,0
"6",6,1,18,"nay",1,18,1,1,1,599,0.77,0.776477254330581,0.00647725433058099,0,0,0
"7",7,1,18,"nay",1,18,1,1,1,695,0.77,0.776477254330581,0.00647725433058099,0,0,0
"8",8,1,18,"nay",1,18,1,1,1,1084,0.77,0.776477254330581,0.00647725433058099,0,0,0
"9",9,1,18,"nay",1,18,1,1,1,2172,0.77,0.776477254330581,0.00647725433058099,0,0,0
"10",10,1,18,"nay",1,18,1,1,1,1337,0.77,0.776477254330581,0.00647725433058099,0,0,0
"11",11,1,18,"nay",1,18,1,1,1,360,0.77,0.776477254330581,0.00647725433058099,0,0,0
"12",12,1,18,"nay",1,18,1,1,1,736,0.77,0.776477254330581,0.00647725433058099,0,0,0
"13",13,1,18,"nay",1,18,1,1,1,725,0.77,0.776477254330581,0.00647725433058099,0,0,0
"14",14,1,18,"nay",1,18,1,1,1,278,0.77,0.776477254330581,0.00647725433058099,0,0,0
"15",15,1,18,"nay",1,18,1,1,1,520,0.77,0.776477254330581,0.00647725433058099,0,0,0
"16",16,1,18,"nay",1,18,1,1,1,1389,0.77,0.776477254330581,0.00647725433058099,0,0,0
"17",17,1,18,"nay",1,18,1,1,1,1112,0.77,0.776477254330581,0.00647725433058099,0,0,0
"18",18,1,18,"nay",1,18,1,1,1,1243,0.77,0.776477254330581,0.00647725433058099,0,0,0
"19",19,1,18,"nay",1,18,1,1,1,188,0.77,0.776477254330581,0.00647725433058099,1,0,0
"20",20,1,18,"nay",1,18,1,1,1,392,0.77,0.776477254330581,0.00647725433058099,1,0,0
"21",21,1,18,"nay",1,18,1,1,1,531,0.77,0.776477254330581,0.00647725433058099,1,0,0
"22",22,1,18,"nay",1,18,1,1,1,302,0.77,0.776477254330581,0.00647725433058099,1,0,0
"23",23,1,18,"nay",1,18,1,1,1,824,0.77,0.776477254330581,0.00647725433058099,1,0,0
"24",24,1,18,"nay",1,18,1,1,1,1155,0.77,0.776477254330581,0.00647725433058099,1,0,0
"25",25,1,18,"nay",1,18,1,1,1,161,0.77,0.776477254330581,0.00647725433058099,1,0,0
"26",26,1,18,"nay",1,18,1,1,1,337,0.77,0.776477254330581,0.00647725433058099,1,0,0
"27",27,1,18,"nay",1,18,1,1,1,671,0.77,0.776477254330581,0.00647725433058099,1,0,0
"28",28,1,18,"nay",1,18,1,1,1,482,0.77,0.776477254330581,0.00647725433058099,1,0,0
"29",29,1,18,"nay",1,18,1,1,1,197,0.77,0.776477254330581,0.00647725433058099,1,0,0
"30",30,1,18,"nay",1,18,1,1,1,289,0.77,0.776477254330581,0.00647725433058099,1,0,0
"31",31,1,18,"nay",1,18,1,1,1,300,0.77,0.776477254330581,0.00647725433058099,1,0,0
"32",32,1,18,"nay",1,18,1,1,1,422,0.77,0.776477254330581,0.00647725433058099,1,0,0
"33",33,1,18,"nay",1,18,1,1,1,1062,0.77,0.776477254330581,0.00647725433058099,1,0,0
"34",34,1,18,"nay",1,18,1,1,1,481,0.77,0.776477254330581,0.00647725433058099,1,0,0
"35",35,1,18,"nay",1,18,1,1,1,159,0.77,0.776477254330581,0.00647725433058099,1,0,0
"36",36,1,18,"nay",1,18,1,1,1,993,0.77,0.776477254330581,0.00647725433058099,1,0,0
