"","edon.x","escenario1.x","escenario3","dsi_E1_E3_sec","edon.y","disloc2018","disloc2012","escenario1.y","dsi_E1_E3_pob","pob_total","dif"
"1",7,5,24,0.285,7,18,16,5,0.292093619909643,5562,0.00709361990964302
"2",7,1,16,0.491,7,3,3,1,0.505803245908787,3339,0.014803245908787
"3",7,19,23,0.382,7,20,7,19,0.434815153959637,4060,0.052815153959637
"4",7,19,23,0.382,7,20,7,19,0.434815153959637,4060,0.052815153959637
"5",7,19,23,0.382,7,20,7,19,0.434815153959637,4060,0.052815153959637
"6",7,23,11,0.524,7,11,12,23,0.533310737577611,3226,0.00931073757761103
"7",7,23,11,0.524,7,11,12,23,0.533310737577611,3226,0.00931073757761103
"8",7,23,11,0.524,7,11,12,23,0.533310737577611,3226,0.00931073757761103
"9",7,9,18,0.386,7,17,17,9,0.332971510811326,2716,0.053028489188674
"10",7,11,6,0.426,7,15,15,11,0.394510873166899,1760,0.031489126833101
"11",7,10,9,0.185,7,2,14,10,0.233324405633171,6772,0.048324405633171
"12",7,12,19,0.331,7,24,24,12,0.323394274020734,2650,0.00760572597926601
"13",7,20,20,1,7,9,9,20,1,1464,0
"14",NA,NA,21,NA,7,14,14,13,0.365523741673943,2592,NA
"15",7,4,12,0.543,7,12,13,4,0.539092220420183,1431,0.00390777957981703
"16",7,6,8,0.716,7,6,6,6,0.719921071553987,6070,0.00392107155398702
"17",7,9,7,0.416,7,23,23,8,0.425655799740108,2728,0.009655799740108
"18",NA,NA,5,NA,7,22,22,21,0.778085822863557,963,NA
"19",NA,NA,2,NA,7,4,7,17,0.714838803713117,3068,NA
"20",7,12,19,0.331,7,24,24,2,0.323394274020734,3561,0.00760572597926601
"21",NA,NA,15,NA,7,16,16,3,0.749501165344825,3645,NA
"22",7,22,4,1,7,8,10,22,1,2564,0
"23",7,19,23,0.382,7,20,20,7,0.434815153959637,3372,0.052815153959637
"24",7,19,23,0.382,7,20,20,7,0.434815153959637,3372,0.052815153959637
"25",7,19,23,0.382,7,20,20,7,0.434815153959637,3372,0.052815153959637
"26",NA,NA,3,NA,7,7,7,18,0.395862285221531,3370,NA
"27",7,24,1,1,7,5,5,24,1,4271,0
"28",7,15,13,0.379,7,1,1,15,0.358218580853199,11313,0.020781419146801
"29",7,15,13,0.379,7,1,1,15,0.358218580853199,11313,0.020781419146801
"30",7,15,13,0.379,7,1,1,16,0.358218580853199,1086,0.020781419146801
"31",7,15,13,0.379,7,1,1,16,0.358218580853199,1086,0.020781419146801
"32",7,10,9,0.185,7,2,1,14,0.233324405633171,10220,0.048324405633171
