"seccion","munn","edon","disloc2017","disloc2011","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2011","RRI_2017","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,5,5,13,760,6,5,0,1,1,0,1,0,178285,2720963,0,1.22985158413908,0.953867052752615,4,0.578,0.548,0.452,0.185,0.039,0.961,0,4,0.484
3,2,5,1,15,3083,5,1,1,0,0,0,1,0,140185,2720963,0,1.42548354987427,1.21311258337197,5,1,0.735,0.265,0.061,0,1,0,5,1
57,4,5,12,5,7004,7,12,0,1,1,0,1,0,154328,2720963,0,1.101939942849,1.101939942849,7,0.857,0.228,0.771,0.094,0.058,0.942,0,7,0.81
84,6,5,6,12,2839,2,6,1,0,0,0,1,0,178745,2720963,0,0.972166922008358,0.951412277266497,1,0.278,0.752,0.248,0.064,0.385,0.615,0,1,0.228
131,9,5,7,10,2483,3,7,1,0,0,0,1,0,187791,2720963,0,1.03687649379314,0.905582203087475,3,0.79,0.385,0.616,0.054,0,0.981,0.019,3,0.684
173,10,5,6,11,5509,1,6,0,1,1,1,0,0,178745,2720963,0,0.952910320849023,0.951412277266497,1,0.278,0.632,0.368,0.103,0.442,0.558,0,1,0.228
323,18,5,5,12,1429,4,5,0,1,1,1,0,0,178285,2720963,0,0.972166922008358,0.953867052752615,4,0.578,0.752,0.248,0.064,0.385,0.615,0,4,0.484
577,25,5,2,16,4421,8,2,0,1,1,0,1,0,184757,2720963,0,1.10233279640637,0.920453284584617,8,0.835,0.859,0.141,0.054,0.035,0.965,0,8,0.784
730,30,5,14,4,2708,16,14,1,0,0,1,0,0,181490,2720963,0,0.988095843331842,0.93702235660367,14,0.393,0.966,0.034,0,0.493,0.507,0,14,0.495
743,30,5,13,4,1456,13,13,1,0,0,1,0,0,180311,2720963,0,0.988095843331842,0.943149267099622,13,0.513,0.966,0.034,0,0.493,0.507,0,13,0.559
753,30,5,14,1,2321,14,14,1,0,0,1,0,0,181490,2720963,0,0.84284178767904,0.93702235660367,14,0.393,1,0,0,0.568,0.432,0,14,0.495
930,30,5,16,3,2822,15,16,1,0,0,0,1,0,181067,2720963,0,1.11285737890507,0.939211383079192,15,0.599,1,0,0,0.25,0.75,0,15,0.535
1172,35,5,8,9,4860,12,8,1,0,0,0,0,0,157633,2720963,0,0.85200494739479,1.07883620498246,12,1,1,0,0,0.571,0.429,0,12,1
1188,35,5,9,9,1195,11,9,1,0,0,1,0,0,158244,2720963,0,0.85200494739479,1.07467068261672,11,1,1,0,0,0.571,0.429,0,11,1
1318,35,5,11,9,1338,9,11,1,0,0,0,0,0,161789,2720963,0,0.85200494739479,1.05112329948266,9,1,1,0,0,0.571,0.429,0,9,1
1379,35,5,10,8,633,10,10,1,0,0,1,0,0,158386,2720963,0,1.25598365952733,1.07370719318627,10,1,1,0,0,0.438,0.562,0,10,1
