"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,22,14,8,1355,14,14,1,0,0,1,0,0,8,0.389,0.062,0.833,0.104,0.333,0.667,0,8,0.425
35,2,22,3,15,1809,3,3,0,0,1,0,1,0,15,0.836,0,0.831,0.169,0.217,0.783,0,15,0.823
46,3,22,1,14,3080,1,1,0,0,1,0,0,0,14,0.795,0.128,0.532,0.34,0.579,0.421,0,14,0.77
76,4,22,2,13,1930,2,2,0,0,1,0,0,0,11,0.338,0.082,0.735,0.184,0.059,0.941,0,11,0.4
97,5,22,9,7,4952,9,9,1,0,0,1,0,0,5,0.178,0.806,0.065,0.129,0.692,0.308,0,5,0.189
182,10,22,4,12,3467,4,4,1,0,0,1,0,0,12,1,0.212,0.303,0.485,0.4,0.6,0,12,1
210,11,22,15,11,2308,15,15,1,0,0,0,1,0,11,0.347,0.444,0.185,0.37,0.45,0.55,0,11,0.338
266,14,22,6,3,4632,6,6,1,0,0,0,0,0,3,0.43,0.736,0.075,0.189,0.667,0.333,0,3,0.368
275,14,22,7,4,2479,7,7,1,0,0,0,0,0,4,0.454,0.971,0,0.029,0.85,0.15,0,4,0.456
315,14,22,5,2,1322,5,5,1,0,0,1,0,0,2,0.508,0.797,0.101,0.101,0.846,0.154,0,2,0.38
333,14,22,7,1,1682,7,7,1,0,0,1,0,0,4,0.454,1,0,0,0.906,0.094,0,4,0.456
372,14,22,7,5,2330,7,7,1,0,0,1,0,0,4,0.454,1,0,0,1,0,0,4,0.456
441,14,22,11,6,1244,11,11,1,0,0,0,0,0,5,0.266,0.98,0.02,0,0.913,0.087,0,5,0.366
563,16,22,15,10,2301,15,15,1,0,0,1,0,0,11,0.347,0.5,0.262,0.238,0.688,0.312,0,11,0.338
575,16,22,13,9,1493,13,13,1,0,0,1,0,0,9,0.815,0.733,0.1,0.167,0.6,0.4,0,9,0.766
