"seccion","munn","edon","disloc2018","disloc2012","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,11,18,13,1916,4,1,0,0,1,1,0,0,18,0.455,0.444,0.492,0.065,0.877,0.114,0.009,18,0.458
51,2,11,22,22,4518,8,2,0,0,1,0,0,0,22,0.647,0.333,0.577,0.089,0.535,0.228,0.236,22,0.683
141,3,11,9,9,6511,6,3,0,0,1,1,0,0,9,0.482,0.362,0.596,0.043,0.932,0.068,0,9,0.56
244,4,11,22,17,1599,8,2,1,0,0,1,0,0,22,0.647,0.39,0.512,0.098,0.771,0.229,0,22,0.683
331,6,11,2,2,1049,10,4,0,0,1,0,1,0,2,1,0.203,0.684,0.114,0.819,0.172,0.009,2,1
336,7,11,16,16,21909,21,22,1,0,0,1,0,0,16,0.523,0.801,0.14,0.059,0.954,0.046,0,16,0.342
348,7,11,16,15,1619,21,22,1,0,0,1,0,0,16,0.523,0.727,0.157,0.116,0.955,0.045,0,16,0.342
567,8,11,10,18,1590,7,5,0,0,1,1,0,0,10,0.491,0.275,0.64,0.084,0.757,0.236,0.007,10,0.368
662,11,11,19,21,1725,5,7,1,0,0,1,0,0,19,0.621,0.626,0.302,0.072,0.912,0.08,0.009,19,0.598
752,14,11,1,1,2342,3,8,0,0,1,1,0,0,1,0.868,0.213,0.7,0.087,0.752,0.248,0,1,0.894
823,15,11,8,8,1199,9,9,1,0,0,0,0,0,8,0.472,0.574,0.348,0.078,0.473,0.527,0,8,0.517
916,16,11,18,19,1407,4,1,1,0,0,0,1,0,18,0.455,0.456,0.421,0.123,0.646,0.089,0.266,18,0.458
929,17,11,11,11,5611,13,13,1,0,0,1,0,0,11,0.444,0.78,0.13,0.089,0.89,0.11,0,11,0.349
930,17,11,11,12,7981,13,13,1,0,0,1,0,0,11,0.444,0.81,0.095,0.095,0.895,0.105,0,11,0.349
1261,20,11,3,4,5543,17,16,0,0,1,1,0,0,3,0.389,0.82,0.139,0.041,0.896,0.104,0,3,0.344
1267,20,11,3,3,6337,17,16,1,0,0,1,0,0,3,0.389,0.967,0.017,0.017,1,0,0,3,0.344
1344,20,11,7,7,1521,19,18,1,0,0,1,0,0,7,0.186,0.915,0.068,0.017,0.973,0.027,0,7,0.253
1421,20,11,7,5,759,19,18,1,0,0,1,0,0,7,0.186,0.959,0.014,0.027,0.992,0.008,0,7,0.253
1463,20,11,7,6,793,19,18,1,0,0,1,0,0,7,0.186,0.928,0.063,0.009,0.926,0.074,0,7,0.253
1859,21,11,20,20,2667,11,10,1,0,0,0,0,0,20,0.658,0.578,0.383,0.039,0.49,0.51,0,20,0.604
2034,25,11,10,10,4937,7,5,1,0,0,1,0,0,10,0.491,0.39,0.549,0.061,0.702,0.26,0.038,10,0.368
2109,27,11,14,14,2742,12,12,0,0,1,1,0,0,14,0.347,0.645,0.315,0.04,0.981,0.01,0.01,14,0.463
