"seccion","munn","edon","disloc2017","disloc2011","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec"
1,1,5,5,13,760,6,5,0,0,1,0,1,0,4,0.578,0.673,0.1,0.227,0.039,0.961,0,4,0.484
2,1,5,5,13,311,6,5,0,0,1,0,0,0,4,0.578,0.673,0.1,0.227,0.039,0.961,0,4,0.484
3,2,5,1,15,3083,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
4,2,5,1,15,6874,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
5,2,5,1,15,1928,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
6,2,5,1,15,997,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
7,2,5,1,15,1442,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
8,2,5,1,15,1446,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
10,2,5,1,15,10791,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
11,2,5,1,15,3094,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
12,2,5,1,15,3826,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
13,2,5,1,15,478,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
14,2,5,1,15,906,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
15,2,5,1,15,805,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
16,2,5,1,15,766,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
17,2,5,1,15,767,5,3,1,0,0,0,0,0,5,1,0.783,0.152,0.065,0,1,0,5,1
18,2,5,1,15,1956,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
19,2,5,1,15,14174,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
20,2,5,1,15,1124,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
21,2,5,1,15,1178,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
22,2,5,1,15,900,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
23,2,5,1,15,543,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
24,2,5,1,15,599,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
25,2,5,1,15,1498,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
26,2,5,1,15,861,5,3,1,0,0,0,0,0,5,1,0.783,0.152,0.065,0,1,0,5,1
27,2,5,1,15,1034,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
28,2,5,1,15,1549,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
29,2,5,1,15,2126,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
30,2,5,1,15,1472,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
31,2,5,1,15,9184,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
32,2,5,1,15,1099,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
33,2,5,1,15,6669,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
34,2,5,1,15,5950,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
35,2,5,1,15,5483,5,3,1,0,0,0,1,0,5,1,0.783,0.152,0.065,0,1,0,5,1
