"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc1996","X","edon.y","munn.y","escenario1","escenario2","escenario3","panal_clv1","panal_cnv1","pes_clv1","pes_iee1","pri_clv1","pvem_clv1","morena_clv2","panal_clv2","pan_cnv2","pes_clv2","prd_clv2","prd_cnv2","prd_iee2","pri_clv2","pri_clv2.1","esc1_panalCLV1","esc1_panalCNV1","esc1_pesCLV1","esc1_pesIEE1","esc1_priCLV1","esc1_pvemCLV1","esc2_morCLV2","esc2_panalCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCLV2","esc2_prdCNV2","esc2_prdIEE2","esc2_priCLV2","esc2_priCLV2.1","E1","dsiE1_E3"
717,25,15,"mex",6,7,7,7,43,43,716,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
718,25,15,"mex",6,7,7,7,43,43,717,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
719,25,15,"mex",6,7,7,7,43,43,718,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
720,25,15,"mex",6,7,7,7,43,43,719,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
721,25,15,"mex",6,7,7,7,43,43,720,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
722,25,15,"mex",6,7,7,7,43,43,721,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
723,25,15,"mex",6,7,7,7,43,43,722,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
724,25,15,"mex",6,7,7,7,43,43,723,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
725,25,15,"mex",6,7,7,7,43,43,724,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
726,25,15,"mex",6,7,7,7,43,43,725,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
727,25,15,"mex",6,7,7,7,43,43,726,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
728,25,15,"mex",6,7,7,7,43,43,727,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
729,25,15,"mex",6,7,7,7,43,43,728,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
730,25,15,"mex",6,7,7,7,43,43,729,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
731,25,15,"mex",6,7,7,7,43,43,730,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
732,25,15,"mex",6,7,7,7,43,43,731,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
733,25,15,"mex",6,7,7,7,43,43,732,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
734,25,15,"mex",6,7,7,7,43,43,733,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
735,25,15,"mex",6,7,7,7,43,43,734,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
736,25,15,"mex",6,7,7,7,43,43,735,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
737,25,15,"mex",6,7,7,7,43,43,736,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
738,25,15,"mex",6,7,7,7,43,43,737,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
739,25,15,"mex",6,7,7,7,43,43,738,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
740,25,15,"mex",6,7,7,7,43,43,739,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
741,25,15,"mex",6,7,7,7,43,43,740,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
742,25,15,"mex",6,7,7,7,43,43,741,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
743,25,15,"mex",6,7,7,7,43,43,742,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
744,25,15,"mex",6,7,7,7,43,43,743,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
745,25,15,"mex",6,7,4,7,43,43,744,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
746,25,15,"mex",6,7,4,7,43,43,745,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
747,25,15,"mex",6,7,4,7,43,43,746,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
748,25,15,"mex",6,7,4,7,43,43,747,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
749,25,15,"mex",6,7,7,7,43,43,748,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
750,25,15,"mex",6,7,7,7,43,43,749,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
751,25,15,"mex",6,7,7,7,43,43,750,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
752,25,15,"mex",6,7,7,7,43,43,751,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
753,25,15,"mex",6,7,7,7,43,43,752,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
754,25,15,"mex",6,7,7,7,43,43,753,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
755,25,15,"mex",6,7,4,7,43,43,754,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
756,25,15,"mex",6,7,4,7,43,43,755,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
757,25,15,"mex",6,7,4,7,43,43,756,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
758,25,15,"mex",6,7,4,7,43,43,757,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
759,25,15,"mex",6,7,4,7,43,43,758,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
760,25,15,"mex",6,7,4,7,43,43,759,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
761,25,15,"mex",6,7,4,7,43,43,760,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
762,25,15,"mex",6,7,4,7,43,43,761,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
763,25,15,"mex",6,7,4,7,43,43,762,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
764,25,15,"mex",6,7,7,7,43,43,763,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
765,25,15,"mex",6,7,7,7,43,43,764,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
766,25,15,"mex",6,7,7,7,43,43,765,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
767,25,15,"mex",6,7,7,7,43,43,766,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
768,25,15,"mex",6,7,7,7,43,43,767,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
769,25,15,"mex",6,7,7,7,43,43,768,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
770,25,15,"mex",6,7,7,7,43,43,769,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
771,25,15,"mex",6,7,4,7,43,43,770,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
772,25,15,"mex",6,7,4,7,43,43,771,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
773,25,15,"mex",6,7,4,7,43,43,772,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
774,25,15,"mex",6,7,4,7,43,43,773,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
775,25,15,"mex",6,7,4,7,43,43,774,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
776,25,15,"mex",6,7,4,7,43,43,775,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
777,25,15,"mex",6,7,4,7,43,43,776,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
778,25,15,"mex",6,7,4,7,43,43,777,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
779,25,15,"mex",6,7,7,7,43,43,778,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
780,25,15,"mex",6,7,7,7,43,43,779,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
781,25,15,"mex",6,7,7,7,43,43,780,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
782,25,15,"mex",6,7,7,7,43,43,781,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
783,25,15,"mex",6,7,7,7,43,43,782,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
784,25,15,"mex",6,7,7,7,43,43,783,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
785,25,15,"mex",6,7,7,7,43,43,784,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
786,25,15,"mex",6,7,7,7,43,43,785,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
787,25,15,"mex",6,7,7,7,43,43,786,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
788,25,15,"mex",6,7,7,7,43,43,787,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
789,25,15,"mex",6,7,4,7,43,43,788,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
790,25,15,"mex",6,7,4,7,43,43,789,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
791,25,15,"mex",6,7,7,7,43,43,790,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
792,25,15,"mex",6,7,7,7,43,43,791,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
793,25,15,"mex",6,7,7,7,43,43,792,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
794,25,15,"mex",6,7,7,7,43,43,793,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
795,25,15,"mex",6,7,7,7,43,43,794,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
796,25,15,"mex",6,7,7,7,43,43,795,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
797,25,15,"mex",6,7,7,7,26,43,796,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
798,25,15,"mex",6,7,7,7,26,43,797,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
799,25,15,"mex",6,7,7,7,43,43,798,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
800,25,15,"mex",6,7,7,7,43,43,799,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
801,25,15,"mex",6,7,7,7,43,43,800,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
802,25,15,"mex",6,7,4,7,43,43,801,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
803,25,15,"mex",6,7,7,7,43,43,802,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
804,25,15,"mex",6,7,7,7,43,43,803,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
805,25,15,"mex",6,7,7,7,43,43,804,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
806,25,15,"mex",6,7,7,7,26,43,805,15,25,39,39,36,38,39,38,38,39,38,19,35,35,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
807,25,15,"mex",6,7,7,7,26,43,806,15,25,39,39,36,38,39,38,38,39,38,19,35,35,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
808,25,15,"mex",6,7,7,7,26,43,807,15,25,39,39,36,38,39,38,38,39,38,19,35,35,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
809,25,15,"mex",6,7,7,7,26,43,808,15,25,39,39,36,38,39,38,38,39,38,19,35,35,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
810,25,15,"mex",6,7,7,7,26,43,809,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
811,25,15,"mex",6,7,7,7,26,43,810,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
812,25,15,"mex",6,7,7,7,26,43,811,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
813,25,15,"mex",6,7,7,7,26,43,812,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
814,25,15,"mex",6,7,7,7,26,43,813,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
815,25,15,"mex",6,7,7,7,26,43,814,15,25,39,39,36,38,39,38,38,39,38,19,35,35,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
816,25,15,"mex",6,7,7,7,26,43,815,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
817,25,15,"mex",6,7,7,7,26,43,816,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
818,25,15,"mex",6,7,7,7,26,43,817,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
819,25,15,"mex",6,7,7,7,26,43,818,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
820,25,15,"mex",6,7,7,7,43,43,819,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
821,25,15,"mex",6,7,7,7,43,43,820,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
822,25,15,"mex",6,7,7,7,43,43,821,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
823,25,15,"mex",6,7,7,7,43,43,822,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
824,25,15,"mex",6,7,7,7,43,43,823,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
825,25,15,"mex",6,7,4,7,43,43,824,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
827,25,15,"mex",6,7,4,7,43,43,825,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
828,25,15,"mex",6,7,7,7,43,43,826,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
829,25,15,"mex",6,7,7,7,43,43,827,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
830,25,15,"mex",6,7,7,7,43,43,828,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
831,25,15,"mex",6,7,7,7,43,43,829,15,25,38,38,37,41,38,39,39,38,39,18,36,35,39,39,39,37,38,37,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,38,1
832,25,15,"mex",6,7,7,7,26,43,830,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
833,25,15,"mex",6,7,7,7,26,43,831,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
834,25,15,"mex",6,7,7,7,26,43,832,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
835,25,15,"mex",6,7,7,7,26,43,833,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
836,25,15,"mex",6,7,7,7,26,43,834,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
837,25,15,"mex",6,7,7,7,26,43,835,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
838,25,15,"mex",6,7,7,7,26,43,836,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
839,25,15,"mex",6,7,7,7,26,43,837,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
840,25,15,"mex",6,7,7,14,26,43,838,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
841,25,15,"mex",6,7,7,14,26,43,839,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
842,25,15,"mex",6,7,7,14,26,43,840,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
843,25,15,"mex",6,7,7,14,26,43,841,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
844,25,15,"mex",6,7,7,14,26,43,842,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
845,25,15,"mex",6,7,7,7,26,43,843,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
846,25,15,"mex",6,7,7,14,26,43,844,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
847,25,15,"mex",6,7,7,14,26,43,845,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
848,25,15,"mex",6,7,7,14,26,43,846,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
849,25,15,"mex",6,7,7,14,26,43,847,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
850,25,15,"mex",6,7,7,7,26,43,848,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
851,25,15,"mex",6,7,7,14,26,43,849,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
852,25,15,"mex",6,7,7,14,26,43,850,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
853,25,15,"mex",6,7,7,14,26,43,851,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
854,25,15,"mex",6,7,7,14,26,43,852,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
855,25,15,"mex",6,7,7,14,26,43,853,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
856,25,15,"mex",6,7,7,14,26,43,854,15,25,39,39,36,38,39,38,38,39,38,19,35,34,38,38,38,36,39,36,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,39,1
