"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2012","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv","pan_clv1","prd_clv1","pri_clv1","pt_iee1","panal_cnv2","pan_clv2","pvem_clv2","esc1_morCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_ptIEE1","esc2_panalCNV2","esc2_panCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
897,15,11,"gua",1,4,4,4,"guanajuato",8,8,894,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
898,15,11,"gua",1,4,4,4,"guanajuato",8,8,895,11,15,1,9,9,9,9,7,8,11,9,9,9,0,0,0,0,0,1,1,1,10,0.372
899,15,11,"gua",1,4,4,4,"guanajuato",8,8,896,11,15,1,9,9,9,9,7,8,11,9,9,9,0,0,0,0,0,1,1,1,10,0.372
900,15,11,"gua",1,4,4,4,"guanajuato",8,8,897,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
901,15,11,"gua",1,4,4,4,"guanajuato",8,8,898,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
902,15,11,"gua",1,4,4,4,"guanajuato",8,8,899,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
903,15,11,"gua",1,4,4,4,"guanajuato",8,8,900,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
904,15,11,"gua",1,4,4,4,"guanajuato",8,8,901,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
905,15,11,"gua",1,4,4,4,"guanajuato",8,8,902,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
906,15,11,"gua",1,4,4,4,"guanajuato",8,8,903,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
907,15,11,"gua",1,4,4,4,"guanajuato",8,8,904,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
908,15,11,"gua",1,4,4,4,"guanajuato",8,8,905,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
909,15,11,"gua",1,4,4,4,"guanajuato",8,8,906,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
910,15,11,"gua",1,4,4,4,"guanajuato",8,8,907,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
911,15,11,"gua",1,4,4,4,"guanajuato",8,8,908,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
912,15,11,"gua",1,4,4,4,"guanajuato",8,8,909,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
913,15,11,"gua",1,4,4,4,"guanajuato",8,8,910,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
914,15,11,"gua",1,4,4,4,"guanajuato",8,8,911,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
915,15,11,"gua",1,4,4,4,"guanajuato",8,8,912,11,15,9,9,9,9,9,7,8,11,9,9,9,1,1,0,0,0,1,1,1,8,0.517
916,16,11,"gua",6,11,11,13,"huanimaro",19,18,913,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
917,16,11,"gua",6,11,11,13,"huanimaro",19,18,914,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
918,16,11,"gua",6,11,11,13,"huanimaro",19,18,915,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
919,16,11,"gua",6,11,11,13,"huanimaro",19,18,916,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
920,16,11,"gua",6,11,11,13,"huanimaro",19,18,917,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
921,16,11,"gua",6,11,11,13,"huanimaro",19,18,918,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
922,16,11,"gua",6,11,11,13,"huanimaro",19,18,919,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
923,16,11,"gua",6,11,11,13,"huanimaro",19,18,920,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
924,16,11,"gua",6,11,11,13,"huanimaro",19,18,921,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
925,16,11,"gua",6,11,11,13,"huanimaro",19,18,922,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
926,16,11,"gua",6,11,11,13,"huanimaro",19,18,923,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
927,16,11,"gua",6,11,11,13,"huanimaro",19,18,924,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
928,16,11,"gua",6,11,11,13,"huanimaro",19,18,925,11,16,4,6,1,1,6,2,2,4,6,1,1,0,0,0,0,1,1,0,0,18,0.458
929,17,11,"gua",4,9,9,9,"irapuato",11,11,926,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
930,17,11,"gua",4,9,9,9,"irapuato",12,11,927,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
931,17,11,"gua",4,9,4,9,"irapuato",12,11,928,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
932,17,11,"gua",4,9,4,9,"irapuato",12,11,929,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
933,17,11,"gua",4,9,9,9,"irapuato",12,11,930,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
934,17,11,"gua",4,9,9,9,"irapuato",11,11,931,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
935,17,11,"gua",4,9,9,9,"irapuato",11,11,932,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
936,17,11,"gua",4,9,9,9,"irapuato",11,11,933,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
937,17,11,"gua",4,9,9,9,"irapuato",11,11,934,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
938,17,11,"gua",4,9,9,9,"irapuato",11,11,935,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
939,17,11,"gua",4,9,9,9,"irapuato",12,11,936,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
940,17,11,"gua",4,9,4,9,"irapuato",12,11,937,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
941,17,11,"gua",4,9,4,9,"irapuato",12,11,938,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
942,17,11,"gua",4,9,9,9,"irapuato",11,11,939,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
943,17,11,"gua",4,9,9,9,"irapuato",11,11,940,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
944,17,11,"gua",4,9,9,9,"irapuato",11,11,941,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
945,17,11,"gua",4,9,4,9,"irapuato",12,11,942,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
946,17,11,"gua",4,9,9,9,"irapuato",11,11,943,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
947,17,11,"gua",4,9,9,15,"irapuato",11,11,944,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
948,17,11,"gua",4,9,9,9,"irapuato",12,11,945,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
949,17,11,"gua",4,9,9,9,"irapuato",12,11,946,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
950,17,11,"gua",4,9,9,15,"irapuato",12,11,947,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
951,17,11,"gua",4,9,4,9,"irapuato",12,11,948,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
952,17,11,"gua",4,9,9,15,"irapuato",12,11,949,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
953,17,11,"gua",4,9,9,15,"irapuato",12,11,950,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
954,17,11,"gua",4,9,9,15,"irapuato",11,11,951,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
955,17,11,"gua",4,9,9,15,"irapuato",11,11,952,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
956,17,11,"gua",4,9,9,15,"irapuato",11,11,953,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
957,17,11,"gua",4,9,9,15,"irapuato",11,11,954,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
958,17,11,"gua",4,9,9,15,"irapuato",11,11,955,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
959,17,11,"gua",4,9,9,15,"irapuato",11,11,956,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
960,17,11,"gua",4,9,9,15,"irapuato",11,11,957,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
961,17,11,"gua",4,9,9,15,"irapuato",11,11,958,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
962,17,11,"gua",4,9,9,15,"irapuato",12,11,959,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
963,17,11,"gua",4,9,9,15,"irapuato",12,11,960,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
964,17,11,"gua",4,9,4,9,"irapuato",12,11,961,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
965,17,11,"gua",4,9,4,9,"irapuato",12,11,962,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
966,17,11,"gua",4,9,4,9,"irapuato",12,12,963,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
967,17,11,"gua",4,9,4,9,"irapuato",12,12,964,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
968,17,11,"gua",4,9,4,15,"irapuato",12,12,965,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
969,17,11,"gua",4,9,4,9,"irapuato",12,11,966,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
970,17,11,"gua",4,9,9,15,"irapuato",12,12,967,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
971,17,11,"gua",4,9,9,15,"irapuato",12,11,968,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
972,17,11,"gua",4,9,9,15,"irapuato",11,11,969,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
973,17,11,"gua",4,9,9,15,"irapuato",11,11,970,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
974,17,11,"gua",4,9,9,15,"irapuato",11,11,971,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
975,17,11,"gua",4,9,9,15,"irapuato",11,11,972,11,17,13,14,13,13,14,14,14,13,14,13,13,1,0,0,0,1,1,0,0,11,0.349
976,17,11,"gua",4,9,9,15,"irapuato",12,11,973,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
977,17,11,"gua",4,9,9,15,"irapuato",12,11,974,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
978,17,11,"gua",4,9,9,15,"irapuato",12,11,975,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
979,17,11,"gua",4,9,4,9,"irapuato",12,12,976,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
980,17,11,"gua",4,9,4,9,"irapuato",12,12,977,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
981,17,11,"gua",4,9,4,15,"irapuato",12,12,978,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
982,17,11,"gua",4,9,9,15,"irapuato",12,12,979,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
983,17,11,"gua",4,9,9,15,"irapuato",12,12,980,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
984,17,11,"gua",4,9,9,15,"irapuato",12,12,981,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
985,17,11,"gua",4,9,9,15,"irapuato",12,11,982,11,17,13,14,13,14,14,14,14,13,14,13,13,0,0,0,0,1,1,0,0,11,0.349
986,17,11,"gua",4,9,9,15,"irapuato",12,12,983,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
987,17,11,"gua",4,9,9,15,"irapuato",11,11,984,11,17,13,14,13,13,14,14,13,14,14,13,13,1,0,0,1,0,1,0,0,11,0.349
988,17,11,"gua",4,9,9,15,"irapuato",11,12,985,11,17,14,14,14,13,14,13,14,13,14,14,14,0,1,0,1,0,1,1,1,12,0.407
989,17,11,"gua",4,9,9,15,"irapuato",12,12,986,11,17,14,14,14,13,14,13,14,13,14,14,14,0,1,0,1,0,1,1,1,12,0.407
990,17,11,"gua",4,9,9,15,"irapuato",12,12,987,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
991,17,11,"gua",4,9,9,15,"irapuato",12,12,988,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
992,17,11,"gua",4,9,9,15,"irapuato",12,12,989,11,17,14,14,14,13,14,13,14,13,14,14,14,0,1,0,1,0,1,1,1,12,0.407
993,17,11,"gua",4,9,9,15,"irapuato",11,12,990,11,17,14,13,14,13,13,13,14,13,13,14,14,0,0,0,1,0,1,0,0,12,0.407
994,17,11,"gua",4,9,9,15,"irapuato",11,12,991,11,17,14,13,14,13,13,13,14,13,13,14,14,0,0,0,1,0,1,0,0,12,0.407
995,17,11,"gua",4,9,9,15,"irapuato",12,12,992,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
996,17,11,"gua",4,9,9,15,"irapuato",12,12,993,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
997,17,11,"gua",4,9,4,15,"irapuato",12,12,994,11,17,14,14,14,14,14,13,14,13,14,14,14,1,1,0,1,0,1,1,1,12,0.407
998,17,11,"gua",4,9,4,15,"irapuato",12,12,995,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
999,17,11,"gua",4,9,4,15,"irapuato",12,12,996,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1000,17,11,"gua",4,9,4,15,"irapuato",12,12,997,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1001,17,11,"gua",4,9,9,15,"irapuato",12,12,998,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1002,17,11,"gua",4,9,9,15,"irapuato",12,12,999,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1003,17,11,"gua",4,9,9,15,"irapuato",12,12,1000,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1004,17,11,"gua",4,9,9,15,"irapuato",12,12,1001,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1005,17,11,"gua",4,9,9,15,"irapuato",12,12,1002,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1006,17,11,"gua",4,9,9,15,"irapuato",11,11,1003,11,17,13,14,13,13,14,14,13,14,14,13,13,1,0,0,1,0,1,0,0,11,0.349
1007,17,11,"gua",4,9,9,15,"irapuato",11,11,1004,11,17,13,14,13,13,14,14,13,14,14,13,13,1,0,0,1,0,1,0,0,11,0.349
1008,17,11,"gua",4,9,9,15,"irapuato",11,11,1005,11,17,13,14,13,13,14,14,13,14,14,13,13,1,0,0,1,0,1,0,0,11,0.349
1009,17,11,"gua",4,9,9,15,"irapuato",11,12,1006,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1010,17,11,"gua",4,9,9,15,"irapuato",11,12,1007,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1011,17,11,"gua",4,9,9,15,"irapuato",11,12,1008,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1012,17,11,"gua",4,9,9,15,"irapuato",11,12,1009,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1013,17,11,"gua",4,9,9,15,"irapuato",11,12,1010,11,17,14,13,14,13,13,13,14,13,13,14,14,0,0,0,1,0,1,0,0,12,0.407
1014,17,11,"gua",4,9,9,15,"irapuato",12,12,1011,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1015,17,11,"gua",4,9,9,15,"irapuato",12,12,1012,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1016,17,11,"gua",4,9,9,15,"irapuato",12,12,1013,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1017,17,11,"gua",4,9,9,15,"irapuato",12,12,1014,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1018,17,11,"gua",4,9,9,15,"irapuato",11,12,1015,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1019,17,11,"gua",4,9,9,15,"irapuato",11,12,1016,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1020,17,11,"gua",4,9,9,15,"irapuato",11,12,1017,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1021,17,11,"gua",4,9,9,15,"irapuato",11,12,1018,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1022,17,11,"gua",4,9,9,15,"irapuato",11,12,1019,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1023,17,11,"gua",4,9,9,15,"irapuato",11,12,1020,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1024,17,11,"gua",4,9,9,15,"irapuato",12,12,1021,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1025,17,11,"gua",4,9,4,15,"irapuato",12,12,1022,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1026,17,11,"gua",4,9,4,15,"irapuato",12,12,1023,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1027,17,11,"gua",4,9,4,15,"irapuato",12,12,1024,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1028,17,11,"gua",4,9,4,15,"irapuato",12,12,1025,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1029,17,11,"gua",4,9,4,15,"irapuato",12,12,1026,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1030,17,11,"gua",4,9,9,15,"irapuato",12,12,1027,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1031,17,11,"gua",4,9,9,15,"irapuato",12,12,1028,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1032,17,11,"gua",4,9,9,15,"irapuato",12,12,1029,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1033,17,11,"gua",4,9,9,15,"irapuato",12,12,1030,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1034,17,11,"gua",4,9,9,15,"irapuato",12,12,1031,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1035,17,11,"gua",4,9,9,15,"irapuato",11,12,1032,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1036,17,11,"gua",4,9,9,15,"irapuato",11,11,1033,11,17,13,14,13,13,14,14,13,14,14,13,13,1,0,0,1,0,1,0,0,11,0.349
1037,17,11,"gua",4,9,9,15,"irapuato",11,11,1034,11,17,13,14,13,13,14,14,13,14,14,13,13,1,0,0,1,0,1,0,0,11,0.349
1038,17,11,"gua",4,9,9,15,"irapuato",11,12,1035,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1039,17,11,"gua",4,9,9,15,"irapuato",11,12,1036,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1040,17,11,"gua",4,9,9,15,"irapuato",11,12,1037,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1041,17,11,"gua",4,9,9,15,"irapuato",11,12,1038,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1042,17,11,"gua",4,9,9,15,"irapuato",11,12,1039,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1043,17,11,"gua",4,9,9,15,"irapuato",12,12,1040,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1044,17,11,"gua",4,9,9,15,"irapuato",12,12,1041,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1045,17,11,"gua",4,9,9,15,"irapuato",12,12,1042,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1046,17,11,"gua",4,9,9,15,"irapuato",12,12,1043,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1047,17,11,"gua",4,9,9,15,"irapuato",12,12,1044,11,17,14,13,14,14,13,13,14,13,13,14,14,1,0,0,1,0,1,0,0,12,0.407
1048,17,11,"gua",4,9,9,15,"irapuato",12,12,1045,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1049,17,11,"gua",4,9,9,15,"irapuato",12,12,1046,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1050,17,11,"gua",4,9,9,15,"irapuato",11,12,1047,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1051,17,11,"gua",4,9,9,15,"irapuato",11,12,1048,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1052,17,11,"gua",4,9,9,15,"irapuato",11,12,1049,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1053,17,11,"gua",4,9,9,15,"irapuato",11,12,1050,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1054,17,11,"gua",4,9,9,15,"irapuato",11,12,1051,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1055,17,11,"gua",4,9,9,15,"irapuato",11,12,1052,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1056,17,11,"gua",4,9,9,15,"irapuato",12,12,1053,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1057,17,11,"gua",4,9,9,15,"irapuato",12,12,1054,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1058,17,11,"gua",4,9,9,15,"irapuato",12,12,1055,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1059,17,11,"gua",4,9,9,15,"irapuato",12,12,1056,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1060,17,11,"gua",4,9,9,15,"irapuato",12,12,1057,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1061,17,11,"gua",4,9,9,15,"irapuato",12,12,1058,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1062,17,11,"gua",4,9,9,15,"irapuato",12,12,1059,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1063,17,11,"gua",4,9,9,15,"irapuato",11,12,1060,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
1064,17,11,"gua",4,9,9,15,"irapuato",11,12,1061,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1065,17,11,"gua",4,9,9,15,"irapuato",11,12,1062,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1066,17,11,"gua",4,9,9,15,"irapuato",11,12,1063,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1067,17,11,"gua",4,9,9,15,"irapuato",11,12,1064,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1068,17,11,"gua",4,9,9,15,"irapuato",11,12,1065,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1069,17,11,"gua",4,9,9,15,"irapuato",11,12,1066,11,17,14,13,14,13,13,13,13,14,13,14,14,0,0,0,0,1,1,0,0,12,0.407
1070,17,11,"gua",4,9,9,15,"irapuato",12,12,1067,11,17,14,13,14,14,13,13,13,14,13,14,14,1,0,0,0,1,1,0,0,12,0.407
