"seccion","edon.x","edo","munn.x","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","prd_cnv1","pan_clv2","prd_clv2","esc1_panCLV1","esc1_prdCNV1","esc2_panCLV2","esc2_prdCLV2","SQ","dsiSQ_E1"
19,24,"san",2,4,3,3,3,11,11,19,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
20,24,"san",2,4,3,3,3,11,11,20,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
21,24,"san",2,4,3,3,3,11,11,21,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
22,24,"san",2,4,3,3,3,11,11,22,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
23,24,"san",2,4,3,3,3,11,11,23,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
24,24,"san",2,4,3,3,3,11,11,24,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
25,24,"san",2,4,3,3,3,11,11,25,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
26,24,"san",2,4,3,3,3,11,11,26,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
27,24,"san",2,4,3,3,3,11,11,27,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
28,24,"san",2,4,3,3,3,11,11,28,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
29,24,"san",2,4,3,3,3,11,11,29,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
30,24,"san",2,4,3,3,3,11,11,30,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
31,24,"san",2,4,3,3,3,11,11,31,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
32,24,"san",2,4,3,3,3,11,11,32,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
33,24,"san",2,4,3,3,3,11,11,33,24,2,7,9,3,9,7,9,3,0,1,1,0,2,0.319
34,24,"san",3,4,7,7,7,14,14,34,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
35,24,"san",3,4,7,7,7,14,14,35,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
36,24,"san",3,4,7,7,7,14,14,36,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
37,24,"san",3,4,7,7,7,14,14,37,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
38,24,"san",3,4,7,7,7,14,14,38,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
39,24,"san",3,4,7,7,7,14,14,39,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
40,24,"san",3,4,7,7,7,14,14,40,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
41,24,"san",3,4,7,7,7,14,14,41,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
42,24,"san",3,4,7,7,7,14,14,42,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
43,24,"san",3,4,7,7,7,14,14,43,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
44,24,"san",3,4,7,7,7,14,14,44,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
45,24,"san",3,4,7,7,7,14,14,45,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
46,24,"san",3,4,7,7,7,14,14,46,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
47,24,"san",3,4,7,7,7,14,14,47,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
48,24,"san",3,4,7,7,7,14,14,48,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
49,24,"san",3,4,7,7,7,14,14,49,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
50,24,"san",3,4,7,7,7,14,14,50,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
51,24,"san",3,4,7,7,7,14,14,51,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
52,24,"san",3,4,7,7,7,14,14,52,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
53,24,"san",3,4,7,7,7,14,14,53,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
54,24,"san",3,4,7,7,7,14,14,54,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
55,24,"san",3,4,7,7,7,14,14,55,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
56,24,"san",3,4,7,7,7,14,14,56,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
57,24,"san",3,4,7,7,7,14,14,57,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
58,24,"san",3,4,7,7,7,14,14,58,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
59,24,"san",3,4,7,7,7,14,14,59,24,3,5,12,4,12,5,12,4,0,1,1,0,14,0.273
60,24,"san",4,4,2,2,3,3,2,60,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
61,24,"san",4,4,2,2,3,3,2,61,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
62,24,"san",4,4,2,2,3,3,2,62,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
63,24,"san",4,4,2,2,3,3,2,63,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
64,24,"san",4,4,2,2,3,3,2,64,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
65,24,"san",4,4,2,2,3,3,2,65,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
66,24,"san",4,4,2,2,3,3,2,66,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
67,24,"san",4,4,2,2,3,3,2,67,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
68,24,"san",4,4,2,2,3,3,2,68,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
69,24,"san",4,4,2,2,3,3,2,69,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
70,24,"san",4,4,2,2,3,3,2,70,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
71,24,"san",4,4,2,2,3,3,2,71,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
72,24,"san",4,4,2,2,3,3,2,72,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
73,24,"san",4,4,2,2,3,3,2,73,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
75,24,"san",4,4,2,2,3,3,2,74,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
76,24,"san",4,4,2,2,3,3,2,75,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
77,24,"san",4,4,2,2,3,3,2,76,24,4,4,14,2,14,4,14,2,0,1,1,0,4,0.505
78,24,"san",5,4,3,3,3,11,11,77,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
79,24,"san",5,4,3,3,3,11,11,78,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
80,24,"san",5,4,3,3,3,11,11,79,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
81,24,"san",5,4,3,3,3,11,11,80,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
82,24,"san",5,4,3,3,3,11,11,81,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
83,24,"san",5,4,3,3,3,11,11,82,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
84,24,"san",5,4,3,3,3,11,11,83,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
85,24,"san",5,4,3,3,3,11,11,84,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
86,24,"san",5,4,3,3,3,11,11,85,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
87,24,"san",5,4,3,3,3,11,11,86,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
88,24,"san",5,4,3,3,3,11,11,87,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
89,24,"san",5,4,3,3,3,11,11,88,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
90,24,"san",5,4,3,3,3,11,11,89,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
91,24,"san",5,4,3,3,3,11,11,90,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
92,24,"san",5,4,3,3,3,11,11,91,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
93,24,"san",5,4,3,3,3,11,11,92,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
94,24,"san",5,4,3,3,3,11,11,93,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
95,24,"san",5,4,3,3,3,11,11,94,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
96,24,"san",5,4,3,3,3,11,11,95,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
97,24,"san",5,4,3,3,3,11,11,96,24,5,7,9,3,9,7,9,3,0,1,1,0,2,0.319
98,24,"san",6,2,1,1,1,1,1,97,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
99,24,"san",6,2,1,1,1,1,1,98,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
101,24,"san",6,2,1,1,1,1,1,99,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
102,24,"san",6,2,1,1,1,1,1,100,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
103,24,"san",6,2,1,1,1,1,1,101,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
105,24,"san",6,2,1,1,1,1,1,102,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
106,24,"san",6,2,1,1,1,1,1,103,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
107,24,"san",6,2,1,1,1,1,1,104,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
108,24,"san",6,2,1,1,1,1,1,105,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
109,24,"san",6,2,1,1,1,1,1,106,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
110,24,"san",6,2,1,1,1,1,1,107,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
111,24,"san",6,2,1,1,1,1,1,108,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
112,24,"san",6,2,1,1,1,1,1,109,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
113,24,"san",6,2,1,1,1,1,1,110,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
114,24,"san",6,2,1,1,1,1,1,111,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
115,24,"san",6,2,1,1,1,1,1,112,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
116,24,"san",6,2,1,1,1,1,1,113,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
117,24,"san",6,2,1,1,1,1,1,114,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
118,24,"san",6,2,1,1,1,1,1,115,24,6,3,1,5,1,3,1,5,0,1,1,0,1,1
119,24,"san",7,2,1,1,1,1,1,116,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
120,24,"san",7,2,1,1,1,1,1,117,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
121,24,"san",7,2,1,1,1,1,1,118,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
122,24,"san",7,2,1,1,1,1,1,119,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
123,24,"san",7,2,1,1,1,1,1,120,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
124,24,"san",7,2,1,1,1,1,1,121,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
125,24,"san",7,2,1,1,1,1,1,122,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
126,24,"san",7,2,1,1,1,1,1,123,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
127,24,"san",7,2,1,1,1,1,1,124,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
128,24,"san",7,2,1,1,1,1,1,125,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
129,24,"san",7,2,1,1,1,1,1,126,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
130,24,"san",7,2,1,1,1,1,1,127,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
131,24,"san",7,2,1,1,1,1,1,128,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
132,24,"san",7,2,1,1,1,1,1,129,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
133,24,"san",7,2,1,1,1,1,1,130,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
134,24,"san",7,2,1,1,1,1,1,131,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
135,24,"san",7,2,1,1,1,1,1,132,24,7,3,1,5,1,3,1,5,0,1,1,0,1,1
136,24,"san",8,4,3,3,3,10,2,133,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
137,24,"san",8,4,3,3,3,10,2,134,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
138,24,"san",8,4,3,3,3,10,2,135,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
139,24,"san",8,4,3,3,3,10,2,136,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
140,24,"san",8,4,3,3,3,10,2,137,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
141,24,"san",8,4,3,3,3,10,2,138,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
142,24,"san",8,4,3,3,3,10,2,139,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
143,24,"san",8,4,3,3,3,10,2,140,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
144,24,"san",8,4,3,3,3,10,2,141,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
145,24,"san",8,4,3,3,3,10,2,142,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
147,24,"san",8,4,3,3,3,10,2,143,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
148,24,"san",8,4,3,3,3,10,2,144,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
149,24,"san",8,4,3,3,3,10,2,145,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
150,24,"san",8,4,3,3,3,10,2,146,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
151,24,"san",8,4,3,3,3,10,2,147,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
152,24,"san",8,4,3,3,3,10,2,148,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
153,24,"san",8,4,3,3,3,10,2,149,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
154,24,"san",8,4,3,3,3,10,2,150,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
155,24,"san",8,4,3,3,3,10,2,151,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
156,24,"san",8,4,3,3,3,10,2,152,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
157,24,"san",8,4,3,3,3,10,2,153,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
158,24,"san",8,4,3,3,3,10,2,154,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
159,24,"san",8,4,3,3,3,10,2,155,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
160,24,"san",8,4,3,3,3,10,2,156,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
161,24,"san",8,4,3,3,3,10,2,157,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
162,24,"san",8,4,3,3,3,10,2,158,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
163,24,"san",8,4,3,3,3,10,2,159,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
164,24,"san",8,4,3,3,3,10,2,160,24,8,7,14,6,14,7,14,6,0,1,1,0,2,0.319
165,24,"san",9,4,2,2,2,3,3,161,24,9,7,3,2,3,7,3,2,0,1,1,0,2,0.319
166,24,"san",9,4,2,2,2,3,3,162,24,9,7,3,2,3,7,3,2,0,1,1,0,2,0.319
167,24,"san",9,4,2,2,2,3,3,163,24,9,7,3,2,3,7,3,2,0,1,1,0,2,0.319
168,24,"san",9,4,2,2,2,3,3,164,24,9,7,3,2,3,7,3,2,0,1,1,0,2,0.319
169,24,"san",9,4,2,2,2,3,3,165,24,9,7,3,2,3,7,3,2,0,1,1,0,2,0.319
170,24,"san",9,4,2,2,2,3,3,166,24,9,7,3,2,3,7,3,2,0,1,1,0,2,0.319
171,24,"san",9,4,2,2,2,3,3,167,24,9,7,3,2,3,7,3,2,0,1,1,0,2,0.319
172,24,"san",9,4,2,2,2,3,3,168,24,9,7,3,2,3,7,3,2,0,1,1,0,2,0.319
173,24,"san",10,4,3,3,3,11,11,169,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
174,24,"san",10,4,3,3,3,11,11,170,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
175,24,"san",10,4,3,3,3,11,11,171,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
176,24,"san",10,4,3,3,3,11,11,172,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
177,24,"san",10,4,3,3,3,11,11,173,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
178,24,"san",10,4,3,3,3,11,11,174,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
179,24,"san",10,4,3,3,3,11,11,175,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
180,24,"san",57,4,4,4,4,11,11,176,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
181,24,"san",10,4,3,3,3,11,11,177,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
182,24,"san",10,4,3,3,3,11,11,178,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
183,24,"san",10,4,3,3,3,11,11,179,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
184,24,"san",10,4,3,3,3,11,11,180,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
185,24,"san",10,4,3,3,3,11,11,181,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
186,24,"san",57,4,4,4,4,11,11,182,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
187,24,"san",57,4,4,4,4,11,11,183,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
188,24,"san",57,4,4,4,4,11,11,184,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
189,24,"san",57,4,4,4,4,11,11,185,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
190,24,"san",57,4,4,4,4,11,11,186,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
191,24,"san",57,4,4,4,4,11,11,187,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
192,24,"san",57,4,4,4,4,11,11,188,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
193,24,"san",57,4,4,4,4,11,11,189,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
194,24,"san",57,4,4,4,4,11,11,190,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
195,24,"san",57,4,4,4,4,11,11,191,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
196,24,"san",10,4,3,3,3,11,11,192,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
197,24,"san",10,4,3,3,3,11,11,193,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
198,24,"san",10,4,3,3,3,11,11,194,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
199,24,"san",10,4,3,3,3,11,11,195,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
200,24,"san",10,4,3,3,3,11,11,196,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
201,24,"san",10,4,3,3,3,11,11,197,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
202,24,"san",10,4,3,3,3,11,11,198,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
203,24,"san",57,4,4,4,4,11,11,199,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
204,24,"san",57,4,4,4,4,11,11,200,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
205,24,"san",57,4,4,4,4,11,11,201,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
206,24,"san",10,4,3,3,3,11,11,202,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
207,24,"san",10,4,3,3,3,11,11,203,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
208,24,"san",10,4,3,3,3,11,11,204,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
209,24,"san",10,4,3,3,3,11,11,205,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
210,24,"san",10,4,3,3,3,11,11,206,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
211,24,"san",10,4,3,3,3,11,11,207,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
212,24,"san",57,4,4,4,4,11,11,208,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
213,24,"san",57,4,4,4,4,11,11,209,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
214,24,"san",10,4,3,3,3,11,11,210,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
215,24,"san",10,4,3,3,3,11,11,211,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
216,24,"san",10,4,3,3,3,11,11,212,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
217,24,"san",10,4,3,3,3,11,11,213,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
218,24,"san",10,4,3,3,3,11,11,214,24,10,7,9,3,9,7,9,3,0,1,1,0,2,0.319
219,24,"san",57,4,4,4,4,11,11,215,24,57,7,9,3,9,7,9,3,0,1,1,0,2,0.319
220,24,"san",11,3,3,3,3,10,10,216,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
221,24,"san",11,3,3,3,3,10,10,217,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
222,24,"san",11,3,3,3,3,10,10,218,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
223,24,"san",11,3,3,3,3,10,10,219,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
224,24,"san",11,3,3,3,3,10,10,220,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
225,24,"san",11,3,3,3,3,10,10,221,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
226,24,"san",11,3,3,3,3,10,10,222,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
227,24,"san",11,3,3,3,3,10,10,223,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
228,24,"san",11,3,3,3,3,10,10,224,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
229,24,"san",11,3,3,3,3,10,10,225,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
230,24,"san",11,3,3,3,3,10,10,226,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
231,24,"san",11,3,3,3,3,10,10,227,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
232,24,"san",11,3,3,3,3,10,10,228,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
233,24,"san",11,3,3,3,3,10,10,229,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
234,24,"san",11,3,3,3,3,10,10,230,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
235,24,"san",11,3,3,3,3,10,10,231,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
236,24,"san",11,3,3,3,3,10,10,232,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
237,24,"san",11,3,3,3,3,10,10,233,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
238,24,"san",11,3,3,3,3,10,10,234,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
239,24,"san",11,3,3,3,3,10,10,235,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
240,24,"san",11,3,3,3,3,10,10,236,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
241,24,"san",11,3,3,3,3,10,10,237,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
242,24,"san",11,3,3,3,3,10,10,238,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
243,24,"san",11,3,3,3,3,10,10,239,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
244,24,"san",11,3,3,3,3,10,10,240,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
245,24,"san",11,3,3,3,3,10,10,241,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
246,24,"san",11,3,3,3,3,10,10,242,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
247,24,"san",11,3,3,3,3,10,10,243,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
248,24,"san",11,3,3,3,3,10,10,244,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
249,24,"san",11,3,3,3,3,10,10,245,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
250,24,"san",11,3,3,3,3,10,10,246,24,11,2,8,6,8,2,8,6,0,1,1,0,10,0.892
251,24,"san",12,7,7,7,7,14,14,247,24,12,5,12,4,12,5,12,4,0,1,1,0,14,0.273
252,24,"san",12,7,7,7,7,14,14,248,24,12,5,12,4,12,5,12,4,0,1,1,0,14,0.273
253,24,"san",12,7,7,7,7,14,14,249,24,12,5,12,4,12,5,12,4,0,1,1,0,14,0.273
