"seccion","munn","edon","disloc2015","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2013","RRI_2015","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e"
1,1,23,11,7,9704,3,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,4,0.275,8,0.771,1,0,0,0,1,0,4,0.281,8,0.811
4,1,23,14,7,2764,8,7,1,0,0,0,0,0,89935,1258416,0,0.959220681217914,0.932833713237338,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
5,1,23,14,7,5428,8,7,1,0,0,0,0,0,89935,1258416,0,0.959220681217914,0.932833713237338,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
6,1,23,14,7,1299,8,7,1,0,0,0,0,0,89935,1258416,0,0.959220681217914,0.932833713237338,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
7,1,23,8,7,1892,8,7,1,0,0,0,1,0,85146,1258416,0,0.959220681217914,0.985300542597421,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
8,1,23,11,7,1170,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
9,1,23,11,7,875,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
10,1,23,11,7,918,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
13,1,23,13,3,3202,1,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,1,0.432,1,0.246,1,0,0,NA,NA,NA,1,0.477,1,0.323
14,1,23,13,3,5245,4,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,5,0.707,1,0.246,1,0,0,NA,NA,NA,5,0.636,1,0.323
15,1,23,13,5,3811,4,5,1,0,0,0,0,0,88044,1258416,0,1.17102258451746,0.952869020035437,5,0.707,4,0.707,1,0,0,0.4,0.6,0,5,0.636,4,0.636
16,1,23,13,5,10929,4,5,1,0,0,0,0,0,88044,1258416,0,1.17102258451746,0.952869020035437,5,0.707,4,0.707,1,0,0,0.4,0.6,0,5,0.636,4,0.636
18,1,23,9,5,1853,4,5,1,0,0,0,1,0,87999,1258416,0,1.17102258451746,0.953356288139638,5,0.707,4,0.707,1,0,0,0.4,0.6,0,5,0.636,4,0.636
19,1,23,9,5,1921,4,5,1,0,0,0,0,0,87999,1258416,0,1.17102258451746,0.953356288139638,5,0.707,4,0.707,1,0,0,0.4,0.6,0,5,0.636,4,0.636
20,1,23,12,5,1805,3,5,1,0,0,0,0,0,87832,1258416,0,1.17102258451746,0.955168958921578,4,0.275,4,0.707,1,0,0,0.4,0.6,0,4,0.281,4,0.636
21,1,23,12,4,1031,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
22,1,23,12,4,1216,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
23,1,23,12,4,921,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
24,1,23,12,4,1409,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
25,1,23,12,4,870,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
26,1,23,11,4,873,3,4,1,0,0,0,0,0,87740,1258416,0,0.952804088586031,0.956170503761112,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
27,1,23,11,4,1184,3,4,1,0,0,0,0,0,87740,1258416,0,0.952804088586031,0.956170503761112,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
28,1,23,11,4,1502,3,4,1,0,0,0,0,0,87740,1258416,0,0.952804088586031,0.956170503761112,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
29,1,23,11,7,1155,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
30,1,23,11,7,939,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
31,1,23,11,7,991,8,7,1,0,0,0,1,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
32,1,23,11,7,1290,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
33,1,23,11,7,742,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
34,1,23,11,7,1085,8,7,1,0,0,0,1,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
35,1,23,11,7,1189,8,7,1,0,0,0,1,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
36,1,23,8,7,1495,8,7,1,0,0,0,0,0,85146,1258416,0,0.959220681217914,0.985300542597421,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
37,1,23,8,7,992,8,7,1,0,0,0,0,0,85146,1258416,0,0.959220681217914,0.985300542597421,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
38,1,23,11,7,1138,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
39,1,23,11,7,636,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
40,1,23,11,7,1196,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
41,1,23,11,7,806,8,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
42,1,23,11,7,849,8,7,1,0,0,0,1,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,0.771,8,0.771,1,0,0,0,1,0,7,0.811,8,0.811
43,1,23,12,4,1040,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
44,1,23,12,4,1423,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
45,1,23,12,4,1400,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,0.275,5,0.333,1,0,0,0.556,0.444,0,4,0.281,5,0.375
46,1,23,9,5,1759,4,5,1,0,0,0,1,0,87999,1258416,0,1.17102258451746,0.953356288139638,5,0.707,4,0.707,1,0,0,0.4,0.6,0,5,0.636,4,0.636
47,1,23,13,5,1740,4,5,1,0,0,0,0,0,88044,1258416,0,1.17102258451746,0.952869020035437,5,0.707,4,0.707,1,0,0,0.4,0.6,0,5,0.636,4,0.636
48,1,23,13,3,1765,4,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,5,0.707,1,0.246,1,0,0,NA,NA,NA,5,0.636,1,0.323
49,1,23,13,3,1642,1,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,1,0.432,1,0.246,1,0,0,NA,NA,NA,1,0.477,1,0.323
50,1,23,13,3,2870,1,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,1,0.432,1,0.246,1,0,0,NA,NA,NA,1,0.477,1,0.323
51,1,23,13,3,1549,4,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,5,0.707,1,0.246,1,0,0,NA,NA,NA,5,0.636,1,0.323
52,1,23,13,5,1820,4,5,1,0,0,0,0,0,88044,1258416,0,1.17102258451746,0.952869020035437,5,0.707,4,0.707,1,0,0,0.4,0.6,0,5,0.636,4,0.636
53,1,23,13,5,3415,4,5,1,0,0,0,0,0,88044,1258416,0,1.17102258451746,0.952869020035437,5,0.707,4,0.707,1,0,0,0.4,0.6,0,5,0.636,4,0.636
