"seccion","munn","edon","disloc2016","disloc2013","pobtot","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_2013","RRI_2016","SQ","dsi_pob","E1","dsi_pob_e","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","E1_","dsi_sec_e","E3","E3_"
1,1,13,1,18,1422,8,1,0,1,1,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
2,1,13,1,18,1024,8,1,0,1,1,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
3,1,13,1,18,343,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
4,1,13,1,18,574,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
5,1,13,1,18,1150,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
6,1,13,1,18,1283,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
7,1,13,1,18,1430,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
8,1,13,1,18,2636,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
9,1,13,1,18,3120,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
10,1,13,1,18,2872,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
11,1,13,1,18,3285,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
12,1,13,1,18,580,8,1,0,1,0,0,1,0,138846,2597901,0,1.78818308719067,1.0394813918538,10,0.647,8,0.647,0.045,0.954,0.068,0.015,0.985,0,10,0.697,8,0.697,1,1
13,2,13,10,10,2833,8,10,1,0,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
14,2,13,10,10,2309,8,10,0,1,1,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
15,2,13,10,10,651,8,10,0,1,0,0,0,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
16,2,13,10,10,843,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
17,2,13,10,10,1573,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
18,2,13,10,10,262,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
19,2,13,10,10,2009,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
20,2,13,10,10,2038,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
21,2,13,10,10,3432,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
22,2,13,10,10,407,8,10,0,1,0,0,0,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
23,2,13,10,10,2982,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
24,2,13,10,10,2751,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
25,2,13,10,10,1534,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
26,2,13,10,10,510,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
27,2,13,10,10,4432,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
28,2,13,10,10,1512,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
29,2,13,10,10,1962,8,10,0,1,0,0,0,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
30,2,13,10,10,4171,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
31,2,13,10,10,1388,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
32,2,13,10,10,1557,8,10,0,1,0,0,1,0,159602,2597901,0,1.19970269513922,0.904298400604838,11,0.616,5,0.647,0.01,0.989,0.082,0,0.937,0.063,11,0.686,5,0.697,1,1
